ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	tf	cond
NELFA	NELFA	36/44	3710/6328	9.283259920849447e-4	0.009248877476698154	0.007274601341484364	ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000127564/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	36	ENSG00000111206	healthy
SMAD3	SMAD3	42/44	4887/6328	0.0010787533432185575	0.010062916316559098	0.007914874504513319	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	42	ENSG00000111206	healthy
NFKB2	NFKB2	33/44	3246/6328	0.0010848497144245867	0.010062916316559098	0.007914874504513319	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000112984/ENSG00000117399/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000135451/ENSG00000137804/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000145386/ENSG00000146670/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000186185/ENSG00000276043	33	ENSG00000111206	healthy
GABPB1	GABPB1	37/44	3944/6328	0.001417693018926451	0.012711980736373843	0.009998466554533918	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	37	ENSG00000111206	healthy
STAT3	STAT3	42/44	4931/6328	0.0014890052834558665	0.012920723266117035	0.010162650661277731	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000276043	42	ENSG00000111206	healthy
POU2F1	POU2F1	20/44	1529/6328	0.0015709980014050266	0.013206201949311006	0.010387190732974026	ENSG00000075218/ENSG00000088325/ENSG00000101447/ENSG00000109805/ENSG00000112984/ENSG00000117399/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000145386/ENSG00000156970/ENSG00000158402/ENSG00000166803/ENSG00000169607/ENSG00000186185	20	ENSG00000111206	healthy
NFYA	NFYA	42/44	5008/6328	0.0025862185555389264	0.02108159974060519	0.01658149695895771	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	42	ENSG00000111206	healthy
RBPJ	RBPJ	40/44	4653/6328	0.003949644985208661	0.031248661794739112	0.02457828613086504	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000276043/ENSG00000035499	40	ENSG00000111206	healthy
GABPA	GABPA	40/44	4662/6328	0.004186561805376961	0.03217671787561151	0.025308238282128397	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000276043/ENSG00000035499	40	ENSG00000111206	healthy
CDK9	CDK9	44/44	5608/6328	0.00482448660428742	0.03604963601536989	0.02835443881467168	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	44	ENSG00000111206	healthy
JDP2	JDP2	11/44	674/6328	0.0052748871860057965	0.0380161463169237	0.029901175541779162	ENSG00000075218/ENSG00000093009/ENSG00000109805/ENSG00000129195/ENSG00000137804/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000156970/ENSG00000165480/ENSG00000169607	11	ENSG00000111206	healthy
CUX1	CUX1	4/44	103/6328	0.005454035629433905	0.0380161463169237	0.029901175541779162	ENSG00000112984/ENSG00000137804/ENSG00000156970/ENSG00000166803	4	ENSG00000111206	healthy
MYB	MYB	40/44	4705/6328	0.00551163459613392	0.0380161463169237	0.029901175541779162	ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	40	ENSG00000111206	healthy
TET1	TET1	7/44	319/6328	0.005926961229144411	0.03985881426599616	0.031350505448895435	ENSG00000109805/ENSG00000117650/ENSG00000123485/ENSG00000143228/ENSG00000146670/ENSG00000165480/ENSG00000178999	7	ENSG00000111206	healthy
CEBPA	CEBPA	40/44	4723/6328	0.006173849814904791	0.040506478053887525	0.031859918171909196	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	40	ENSG00000111206	healthy
BCLAF1	BCLAF1	13/44	913/6328	0.007352884494430151	0.047093474500040734	0.037040846701264674	ENSG00000075218/ENSG00000080986/ENSG00000089685/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000121211/ENSG00000142945/ENSG00000143228/ENSG00000158402/ENSG00000166803/ENSG00000171320/ENSG00000183856	13	ENSG00000111206	healthy
E2F6	E2F6	38/44	4390/6328	0.007758287900146902	0.04853440570091899	0.038174195053354405	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117724/ENSG00000121211/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000135451/ENSG00000137804/ENSG00000138160/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000165480/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	38	ENSG00000111206	healthy
KDM4C	KDM4C	10/10	1783/6328	3.0971215536349267e-6	7.433091728723824e-4	7.107078933604358e-4	ENSG00000084754/ENSG00000108788/ENSG00000119041/ENSG00000121897/ENSG00000136521/ENSG00000141279/ENSG00000156639/ENSG00000166228/ENSG00000028203/ENSG00000114062	10	ENSG00000114416	healthy
HCFC1	HCFC1	40/47	3590/6328	3.05506505282614e-5	0.006370550600503849	0.005631953331031685	ENSG00000070495/ENSG00000100221/ENSG00000112081/ENSG00000124217/ENSG00000124762/ENSG00000130164/ENSG00000132661/ENSG00000134748/ENSG00000136527/ENSG00000137947/ENSG00000139826/ENSG00000143479/ENSG00000143751/ENSG00000146576/ENSG00000148339/ENSG00000158615/ENSG00000158792/ENSG00000160588/ENSG00000160789/ENSG00000163660/ENSG00000164548/ENSG00000164741/ENSG00000168175/ENSG00000169641/ENSG00000173276/ENSG00000174456/ENSG00000177034/ENSG00000178053/ENSG00000181274/ENSG00000184898/ENSG00000185347/ENSG00000186130/ENSG00000187626/ENSG00000188529/ENSG00000188786/ENSG00000213516/ENSG00000244462/ENSG00000085274/ENSG00000106546/ENSG00000001167	40	ENSG00000115875	healthy
KLF16	KLF16	30/47	2205/6328	4.5341997156611024e-5	0.006370550600503849	0.005631953331031685	ENSG00000070495/ENSG00000100221/ENSG00000112081/ENSG00000124762/ENSG00000134748/ENSG00000136527/ENSG00000137947/ENSG00000139826/ENSG00000143479/ENSG00000143751/ENSG00000146576/ENSG00000148339/ENSG00000158615/ENSG00000160789/ENSG00000163660/ENSG00000164548/ENSG00000164741/ENSG00000168175/ENSG00000169641/ENSG00000173846/ENSG00000174456/ENSG00000177034/ENSG00000179820/ENSG00000181274/ENSG00000185347/ENSG00000187626/ENSG00000188529/ENSG00000188786/ENSG00000197019/ENSG00000213516	30	ENSG00000115875	healthy
SOX5	SOX5	25/47	1706/6328	1.1687025366501477e-4	0.010946847093289717	0.009677677145594206	ENSG00000100221/ENSG00000112081/ENSG00000124762/ENSG00000130164/ENSG00000136527/ENSG00000137947/ENSG00000139826/ENSG00000143479/ENSG00000143751/ENSG00000146576/ENSG00000148339/ENSG00000155090/ENSG00000158792/ENSG00000160789/ENSG00000163660/ENSG00000164548/ENSG00000164741/ENSG00000168175/ENSG00000169641/ENSG00000173846/ENSG00000174456/ENSG00000181274/ENSG00000185347/ENSG00000187626/ENSG00000188529	25	ENSG00000115875	healthy
ZNF770	ZNF770	16/47	928/6328	6.874400492104033e-4	0.04268602552422065	0.03773703698713644	ENSG00000124762/ENSG00000130164/ENSG00000139826/ENSG00000143751/ENSG00000155090/ENSG00000158792/ENSG00000160789/ENSG00000163660/ENSG00000164548/ENSG00000164741/ENSG00000169641/ENSG00000178053/ENSG00000179820/ENSG00000185347/ENSG00000187626/ENSG00000188529	16	ENSG00000115875	healthy
PALB2	PALB2	10/47	415/6328	7.595378207156698e-4	0.04268602552422065	0.03773703698713644	ENSG00000112081/ENSG00000134748/ENSG00000136527/ENSG00000137947/ENSG00000143479/ENSG00000158615/ENSG00000163660/ENSG00000179820/ENSG00000188529/ENSG00000244462	10	ENSG00000115875	healthy
RAG1	RAG1	6/19	292/6328	1.4944212933064226e-4	0.03302671058207194	0.03302671058207194	ENSG00000105643/ENSG00000107372/ENSG00000137393/ENSG00000155926/ENSG00000157514/ENSG00000168209	6	ENSG00000118689	healthy
PCGF2	PCGF2	3/4	306/6328	4.319867569880911e-4	0.04708655651170193	0.04708655651170193	ENSG00000120093/ENSG00000260027/ENSG00000108511	3	ENSG00000120075	healthy
SIX5	SIX5	12/13	2538/6328	1.3988702311889045e-4	0.02920322686602856	0.027162711014228017	ENSG00000116863/ENSG00000122882/ENSG00000124160/ENSG00000135999/ENSG00000136891/ENSG00000138050/ENSG00000160679/ENSG00000166024/ENSG00000166261/ENSG00000168826/ENSG00000196653/ENSG00000204348	12	ENSG00000120616	healthy
IRF2	IRF2	13/13	3348/6328	2.517519557416255e-4	0.02920322686602856	0.027162711014228017	ENSG00000116863/ENSG00000122882/ENSG00000124160/ENSG00000135999/ENSG00000136891/ENSG00000138050/ENSG00000160679/ENSG00000166024/ENSG00000166261/ENSG00000168826/ENSG00000196653/ENSG00000204348/ENSG00000006062	13	ENSG00000120616	healthy
GTF2A2	GTF2A2	7/30	126/6328	1.4607451936807491e-6	3.8709747632539854e-4	3.8709747632539854e-4	ENSG00000120738/ENSG00000128016/ENSG00000137331/ENSG00000142871/ENSG00000162772/ENSG00000170345/ENSG00000171223	7	ENSG00000122877	healthy
KMT2C	KMT2C	22/30	2535/6328	2.2090626338814405e-4	0.029270079898929085	0.029270079898929085	ENSG00000087074/ENSG00000113070/ENSG00000120738/ENSG00000123358/ENSG00000137331/ENSG00000138166/ENSG00000142867/ENSG00000142871/ENSG00000153234/ENSG00000158050/ENSG00000159200/ENSG00000160888/ENSG00000162772/ENSG00000165406/ENSG00000167565/ENSG00000170345/ENSG00000171223/ENSG00000173334/ENSG00000184545/ENSG00000197019/ENSG00000198393/ENSG00000107882	22	ENSG00000122877	healthy
GTF2A2	GTF2A2	6/36	126/6328	6.602227469436349e-5	0.017099769145840143	0.017099769145840143	ENSG00000120738/ENSG00000128016/ENSG00000142871/ENSG00000162772/ENSG00000171223/ENSG00000184557	6	ENSG00000123358	healthy
HSD17B8	HSD17B8	37/49	156/6328	2.4784466972887576e-51	6.716590549652533e-49	5.087337957592713e-49	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000089685/ENSG00000101447/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000129195/ENSG00000135451/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000065328/ENSG00000025770	37	ENSG00000123485	healthy
RBL2	RBL2	46/49	1671/6328	1.21181284690737e-23	1.6420064075594863e-21	1.2437026586680903e-21	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	46	ENSG00000123485	healthy
SIN3B	SIN3B	46/49	1889/6328	3.1926237914650514e-21	2.8840034916234296e-19	2.184426804686614e-19	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	46	ENSG00000123485	healthy
E2F5	E2F5	20/49	296/6328	1.1052431230075718e-14	7.488022158376299e-13	5.671642341749382e-13	ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000109674/ENSG00000111206/ENSG00000117724/ENSG00000126787/ENSG00000143228/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000168078/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499	20	ENSG00000123485	healthy
NFYC	NFYC	44/49	2822/6328	3.462598552596157e-11	1.876728415507117e-9	1.4214878268552643e-9	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	44	ENSG00000123485	healthy
NIPBL	NIPBL	49/49	4165/6328	1.139965539531299e-9	5.1488443535497e-8	3.899882108922865e-8	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	49	ENSG00000123485	healthy
BARX2	BARX2	17/49	477/6328	4.1741192002732037e-8	1.5567499633459894e-6	1.1791269871915633e-6	ENSG00000066279/ENSG00000085999/ENSG00000088325/ENSG00000093009/ENSG00000101447/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000126787/ENSG00000135451/ENSG00000142945/ENSG00000158402/ENSG00000161888/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999	17	ENSG00000123485	healthy
ARID4B	ARID4B	45/49	3565/6328	4.791490461602433e-8	1.5567499633459894e-6	1.1791269871915633e-6	ENSG00000066279/ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	45	ENSG00000123485	healthy
MBD2	MBD2	33/49	1879/6328	5.170018328455316e-8	1.5567499633459894e-6	1.1791269871915633e-6	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000112984/ENSG00000117399/ENSG00000117724/ENSG00000126787/ENSG00000135451/ENSG00000137337/ENSG00000143228/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000025770	33	ENSG00000123485	healthy
CDK7	CDK7	47/49	4006/6328	7.267587667018967e-8	1.9695162577621403e-6	1.4917679948091564e-6	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	47	ENSG00000123485	healthy
RBBP4	RBBP4	36/49	2501/6328	1.3707338857430606e-6	3.3769898457851765e-5	2.557828782008582e-5	ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000105011/ENSG00000109674/ENSG00000111206/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000065328/ENSG00000085840/ENSG00000025770	36	ENSG00000123485	healthy
MAF	MAF	45/49	3902/6328	1.7488053599467208e-6	3.949385437879678e-5	2.991377589382549e-5	ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	45	ENSG00000123485	healthy
